42 3rd Street Deposit,1,Deposit,-1230.692,98769.3
37 3rd Street Deposit,1,Deposit,-374.3605,98394.95
37 3rd Street Rent,1,Rent,-9.478683,98385.47
UMC Desert,1,VehicleBought,-6000,92385.47
Purchase from Mr. Scott's Office Supplies,1,ItemPurchase,-4800,87585.47
Purchase from Mr. Scott's Office Supplies,1,ItemPurchase,-3600,83985.47
Purchase from Mr. Scott's Office Supplies,1,ItemPurchase,-1600,82385.47
Purchase from Discount Market,1,ItemPurchase,-80,82305.47
Public parking for UMC Desert,1,PublicParking,-15,82290.47
37 3rd Street Rent,2,Rent,-9.478683,82280.99
42 3rd Street Rent,2,Rent,-38.02306,82242.97
Hospital Bill,2,HospitalBill,-2000,80242.97
Taxi Ride,2,TaxiRide,-103.9025,80139.06
Purchase from IKA BOHAG,2,ItemPurchase,-3520,76619.06
37 3rd Street Rent,3,Rent,-9.478683,76609.59
42 3rd Street Rent,3,Rent,-38.02306,76571.56
Furniture+inventory and vehicles from 42 3rd Street,3,DepositReturnFurniture,90,76661.56
Returned deposit for 42 3rd Street,3,DepositReturn,1140.692,77802.26
Recruitment Campaign,3,RecruitmentCampaign,-2000,75802.26
Purchase from IKA BOHAG,3,ItemPurchase,-3520,72282.26
Public parking for UMC Desert,3,PublicParking,-7.5,72274.76
37 3rd Street Rent,4,Rent,-9.478683,72265.28
Interior Designer,4,InteriorDesigner,-1530,70735.28
Marketing campaigns for Katalytica,4,Marketing,-500,70235.28
Evie Jones (Katalytica Daily Wage),4,Wage,-336,69899.28
Leon Nelson (Katalytica Daily Wage),4,Wage,-192,69707.28
Nancy Thompson (Katalytica Daily Wage),4,Wage,-53,69654.28
Public parking for UMC Desert,4,PublicParking,-7.5,69646.78
37 3rd Street Rent,5,Rent,-9.478683,69637.3
Katalytica Revenue,4,Revenue,678,70315.3
Marketing campaigns for Katalytica,5,Marketing,-500,69815.3
Leon Nelson (Katalytica Daily Wage),5,Wage,-512,69303.3
Nancy Thompson (Katalytica Daily Wage),5,Wage,-424,68879.3
Lily Barton (Katalytica Daily Wage),5,Wage,-344,68535.3
37 3rd Street Rent,6,Rent,-9.478683,68525.83
Katalytica Revenue,5,Revenue,684,69209.83
Marketing campaigns for Katalytica,6,Marketing,-500,68709.83
41 3rd Street Deposit,6,Deposit,-526.2292,68183.6
41 3rd Street Rent,6,Rent,-13.54097,68170.06
Purchase from Square Appliances,6,ItemPurchase,-1875,66295.06
Purchase from Square Appliances,6,ItemPurchase,-470,65825.06
Purchase from Metro Wholesale,6,ItemPurchase,-197.5588,65627.5
Purchase from NY Distro Inc,6,ItemPurchase,-577.2683,65050.23
Lily Barton (Katalytica Daily Wage),6,Wage,-344,64706.23
Public parking for UMC Desert,6,PublicParking,-7.5,64698.73
37 3rd Street Rent,7,Rent,-9.478683,64689.25
Katalytica Revenue,6,Revenue,684,65373.25
41 3rd Street Rent,7,Rent,-13.54097,65359.71
Marketing campaigns for Katalytica,7,Marketing,-500,64859.71
Lily Barton (Katalytica Daily Wage),7,Wage,-344,64515.71
37 3rd Street Rent,8,Rent,-9.478683,64506.23
Katalytica Revenue,7,Revenue,684,65190.23
41 3rd Street Rent,8,Rent,-13.54097,65176.69
Bank negative interest rate,8,BankNegativeInterestRate,-7169.436,58007.25
Marketing campaigns for Katalytica,8,Marketing,-100,57907.25
Purchase from AJ Pederson & Son,8,ItemPurchase,-20504,37403.25
Purchase from AJ Pederson & Son,8,ItemPurchase,-7074,30329.25
Purchase from AJ Pederson & Son,8,ItemPurchase,-470,29859.25
Evie Jones (Katalytica Daily Wage),8,Wage,-448,29411.25
Leon Nelson (Katalytica Daily Wage),8,Wage,-512,28899.25
Nancy Thompson (Katalytica Daily Wage),8,Wage,-424,28475.25
37 3rd Street Rent,9,Rent,-9.478683,28465.78
Katalytica Revenue,8,Revenue,684,29149.78
41 3rd Street Rent,9,Rent,-13.54097,29136.23
Marketing campaigns for Katalytica,9,Marketing,-100,29036.23
Evie Jones (Katalytica Daily Wage),9,Wage,-448,28588.23
Leon Nelson (Katalytica Daily Wage),9,Wage,-512,28076.23
37 3rd Street Rent,10,Rent,-9.478683,28066.76
Katalytica Revenue,9,Revenue,684,28750.76
41 3rd Street Rent,10,Rent,-13.54097,28737.21
Karbucks Revenue,9,Revenue,626.7,29363.91
Marketing campaigns for Katalytica,10,Marketing,-100,29263.91
Interior Designer,10,InteriorDesigner,-3840,25423.91
Evie Jones (Katalytica Daily Wage),10,Wage,-448,24975.91
Leon Nelson (Katalytica Daily Wage),10,Wage,-512,24463.91
37 3rd Street Rent,11,Rent,-9.478683,24454.44
Katalytica Revenue,10,Revenue,684,25138.44
41 3rd Street Rent,11,Rent,-13.54097,25124.89
Karbucks Revenue,10,Revenue,595.2,25720.09
Marketing campaigns for Katalytica,11,Marketing,-100,25620.09
Purchase from NY Distro Inc,11,ItemPurchase,-317.8764,25302.22
Purchase from Discount Market,11,ItemPurchase,-80,25222.22
42 3rd Street Deposit,11,Deposit,-1230.692,23991.53
Evie Jones (Katalytica Daily Wage),11,Wage,-448,23543.53
Nancy Thompson (Katalytica Daily Wage),11,Wage,-424,23119.53
37 3rd Street Rent,12,Rent,-9.478683,23110.05
Katalytica Revenue,11,Revenue,684,23794.05
42 3rd Street Rent,12,Rent,-38.02306,23756.02
41 3rd Street Rent,12,Rent,-13.54097,23742.48
Karbucks Revenue,11,Revenue,199.3,23941.78
Marketing campaigns for Katalytica,12,Marketing,-100,23841.78
Lily Barton (Katalytica Daily Wage),12,Wage,-344,23497.78
37 3rd Street Rent,13,Rent,-9.478683,23488.3
Katalytica Revenue,12,Revenue,660,24148.3
42 3rd Street Rent,13,Rent,-38.02306,24110.28
41 3rd Street Rent,13,Rent,-13.54097,24096.74
Karbucks Revenue,12,Revenue,381.5,24478.24
Marketing campaigns for Katalytica,13,Marketing,-100,24378.24
Lily Barton (Katalytica Daily Wage),13,Wage,-344,24034.24
37 3rd Street Rent,14,Rent,-9.478683,24024.76
Katalytica Revenue,13,Revenue,660,24684.76
42 3rd Street Rent,14,Rent,-38.02306,24646.74
41 3rd Street Rent,14,Rent,-13.54097,24633.2
Karbucks Revenue,13,Revenue,380.9,25014.1
Marketing campaigns for Katalytica,14,Marketing,-100,24914.1
Purchase from NY Distro Inc,14,ItemPurchase,-400.1318,24513.97
Purchase from NY Distro Inc,14,ItemPurchase,-495.0129,24018.95
Purchase from Square Appliances,14,ItemPurchase,-1200,22818.95
Lily Barton (Katalytica Daily Wage),14,Wage,-344,22474.95
37 3rd Street Rent,15,Rent,-9.478683,22465.47
Katalytica Revenue,14,Revenue,660,23125.47
42 3rd Street Rent,15,Rent,-38.02306,23087.45
41 3rd Street Rent,15,Rent,-13.54097,23073.91
Karbucks Revenue,14,Revenue,134.8,23208.71
Marketing campaigns for Katalytica,15,Marketing,-100,23108.71
Recruitment Campaign,15,RecruitmentCampaign,-500,22608.71
Recruitment Campaign,15,RecruitmentCampaign,-500,22108.71
Recruitment Campaign,15,RecruitmentCampaign,-100,22008.71
Evie Jones (Katalytica Daily Wage),15,Wage,-448,21560.71
37 3rd Street Rent,16,Rent,-9.478683,21551.23
Katalytica Revenue,15,Revenue,660,22211.23
42 3rd Street Rent,16,Rent,-38.02306,22173.21
41 3rd Street Rent,16,Rent,-13.54097,22159.67
Karbucks Revenue,15,Revenue,269.4,22429.07
Marketing campaigns for Katalytica,16,Marketing,-100,22329.07
Purchase from Square Appliances,16,ItemPurchase,-100,22229.07
Euro Energy High investment,16,Investment,-10000,12229.07
Evie Jones (Katalytica Daily Wage),16,Wage,-448,11781.07
Zoe Gomez (Karbucks Daily Wage),16,Wage,-224,11557.07
37 3rd Street Rent,17,Rent,-9.478683,11547.59
Katalytica Revenue,16,Revenue,660,12207.59
42 3rd Street Rent,17,Rent,-38.02306,12169.57
41 3rd Street Rent,17,Rent,-13.54097,12156.03
Karbucks Revenue,16,Revenue,568,12724.03
Marketing campaigns for Katalytica,17,Marketing,-100,12624.03
Recruitment Campaign,17,RecruitmentCampaign,-50,12574.03
Purchase from NY Distro Inc,17,ItemPurchase,-597.2781,11976.75
